"row_id","Q1-knock","Q8-fed-up","Q11-remember","Q13-yes","Q16-cry","Q18-church","Q23-known","Q28-halloween"
1,0.187804294895839,0.0562298519843793,1.81102151413927,0.387006527499304,1.30671729599251,0.489313639443586,2.14629755966836,-0.46455957751279
2,0.198104192509756,0.0562187234046403,1.80109690196646,0.385852810084876,1.30866743096953,0.49768066938092,2.16086972193701,-0.461879441873938
3,0.208404090123673,0.0562075948249011,1.79117228979366,0.384699092670447,1.31061756594655,0.506047699318254,2.17544188420566,-0.459199306235086
4,0.179894108798945,0.0660515628820204,1.8604014266874,0.405898051201004,1.33431762261221,0.481415418112,2.20635613486581,-0.492194481823952
5,0.190194006412862,0.0660404343022813,1.85047681451459,0.404744333786575,1.33626775758923,0.489782448049334,2.22092829713446,-0.4895143461851
6,0.200493904026779,0.0660293057225423,1.84055220234178,0.403590616372147,1.33821789256624,0.498149477986668,2.23550045940312,-0.486834210546249
7,0.210793801640696,0.0660181771428032,1.83062759016897,0.402436898957719,1.34016802754326,0.506516507924002,2.25007262167177,-0.484154074907397
8,0.504550561077194,0.0485128811180201,1.40885904892682,0.190738960215371,1.05234706521855,0.666499193252903,2.05014728216427,-0.456863337097116
9,0.513651236878041,0.0465952547304469,1.38158364356513,0.173782624748715,1.02882136717356,0.671035417105758,2.02189005731125,-0.452928988188407
10,0.182283820315968,0.0758621451999219,1.89985672706271,0.423635857488273,1.36386808420892,0.481884226717749,2.28098687233191,-0.517149250496261
11,0.192583717929885,0.0758510166201828,1.8899321148899,0.422482140073845,1.36581821918594,0.490251256655082,2.29555903460057,-0.51446911485741
12,0.202883615543802,0.0758398880404438,1.88000750271709,0.421328422659417,1.36776835416295,0.498618286592416,2.31013119686922,-0.511788979218558
13,0.503764266289918,0.0604875611050854,1.50839116706223,0.253728795472148,1.14106144513314,0.653333838867248,2.17013282546287,-0.483906153066081
14,0.512864942090764,0.0585699347175122,1.48111576170054,0.236772460005492,1.11753574708815,0.657870062720103,2.14187560060985,-0.479971804157372
15,0.518901305698611,0.0561087278089537,1.45156325709758,0.218612528412412,1.09269364142926,0.662263361257693,2.11003058292939,-0.47186512828682
16,0.524364924872039,0.0535459213575144,1.42158514445115,0.200227635085907,1.0676054886685,0.666629945911809,2.07751497810104,-0.462978611167905
17,0.529828544045468,0.050983114906075,1.39160703180472,0.1818427417594,1.04251733590775,0.670996530565925,2.04499937327269,-0.454092094048988
18,0.535292163218896,0.0484203084546356,1.36162891915829,0.163457848432894,1.01742918314699,0.675363115220041,2.01248376844434,-0.445205576930072
19,0.547784979835298,0.0462273715386087,1.33654328619209,0.14372326244498,0.992988605935955,0.677940189551566,1.97082164617435,-0.42908586445523
20,0.184673531832991,0.0856727275178239,1.93931202743803,0.441373663775544,1.39341854580563,0.482353035323496,2.35561760979802,-0.542104019168572
21,0.194973429446908,0.0856615989380849,1.92938741526522,0.440219946361116,1.39536868078265,0.49072006526083,2.37018977206667,-0.53942388352972
22,0.205273327060825,0.0856504703583458,1.91946280309241,0.439066228946688,1.39731881575967,0.499087095198164,2.38476193433533,-0.536743747890869
23,0.505797348345982,0.0726521075399591,1.56967716825586,0.304925030383058,1.19675649484588,0.642054733975222,2.25343954106015,-0.488074817160276
24,0.509346554776765,0.0678131578797161,1.5420651374771,0.281201966316311,1.17493044719725,0.647748790468468,2.21932399846491,-0.482825313497238
25,0.51353966877298,0.0637397828521046,1.51365728144025,0.259274381588287,1.15200719928761,0.652996355387003,2.18574659062471,-0.476352510162374
26,0.519003287946409,0.0611769764006653,1.48367916879382,0.240889488261781,1.12691904652685,0.657362940041118,2.15323098579636,-0.467465993043458
27,0.524466907119837,0.0586141699492261,1.45370105614738,0.222504594935276,1.1018308937661,0.661729524695234,2.12071538096801,-0.458579475924542
28,0.529930526293265,0.0560513634977867,1.42372294350095,0.20411970160877,1.07674274100534,0.66609610934935,2.08819977613966,-0.449692958805626
29,0.535394145466694,0.0534885570463474,1.39374483085452,0.185734808282264,1.05165458824459,0.670462694003466,2.05568417131131,-0.440806441686709
30,0.540857764640122,0.050925750594908,1.36376671820809,0.167349914955758,1.02656643548383,0.674829278657582,2.02316856648296,-0.431919924567793
31,0.188046691622199,0.0957968445393645,1.97250672654051,0.459222761232028,1.41752004186855,0.480954882516482,2.42071977794801,-0.560253505213403
32,0.201002748110771,0.0955940244876183,1.95300168872194,0.459143868852447,1.41192719045953,0.486787983945821,2.42002521853271,-0.545405103334076
33,0.502778882213684,0.0886093571968221,1.61660388369944,0.364210906748999,1.23855802402304,0.625855264487003,2.32577765804975,-0.470995788014864
34,0.512309210767723,0.0853413904583666,1.59387091096746,0.345075374602882,1.22005964560522,0.632709641432779,2.30199689185328,-0.471498150957219
35,0.515858417198506,0.0805024407981237,1.56625888018871,0.321352310536134,1.1982335979566,0.638403697926025,2.26788134925804,-0.466248647294182
36,0.519407623629288,0.0756634911378807,1.53864684940996,0.297629246469386,1.17640755030797,0.644097754419272,2.23376580666279,-0.460999143631144
37,0.522956830060071,0.0708245414776378,1.5110348186312,0.273906182402639,1.15458150265935,0.649791810912519,2.19965026406755,-0.455749639968106
38,0.526506036490854,0.0659855918173949,1.48342278785245,0.250183118335891,1.13275545501072,0.655485867405766,2.16553472147231,-0.450500136305069
39,0.530055242921637,0.0611466421571521,1.4558107570737,0.226460054269144,1.1109294073621,0.661179923899013,2.13141917887707,-0.445250632642031
40,0.535496127714491,0.058556805638059,1.42586074255075,0.208011768131633,1.08587999334218,0.665562272786891,2.09888457417827,-0.436407306443348
41,0.540959746887919,0.0559939991866196,1.39588262990432,0.189626874805127,1.06079184058143,0.669928857441007,2.06636896934992,-0.427520789324431
42,0.546423366061348,0.0534311927351803,1.36590451725789,0.171241981478621,1.03570368782067,0.674295442095123,2.03385336452157,-0.418634272205515
43,0.227988220597849,0.114736476674971,1.97695869952058,0.467046497442714,1.40131623709644,0.46848654047919,2.40049566959228,-0.634092614926593
44,0.201608813151526,0.112365000385703,1.97596355574193,0.470229183690673,1.41078525696563,0.471538771828049,2.44057745281703,-0.579573068522543
45,0.203173223499463,0.109534679497417,1.96421401387349,0.473725640464644,1.41367929544964,0.477528095500308,2.4544424266304,-0.546754650002632
46,0.518821073189463,0.0980306733767744,1.61806465367907,0.385225718822706,1.24336279636457,0.623364548890335,2.35055424264641,-0.454921484754162
47,0.522370279620246,0.0931917237165315,1.59045262290031,0.361502654755958,1.22153674871594,0.629058605383582,2.31643870005117,-0.449671981091124
48,0.525919486051029,0.0883527740562886,1.56284059212156,0.337779590689211,1.19971070106732,0.634752661876829,2.28232315745593,-0.444422477428086
49,0.529468692481812,0.0835138243960456,1.53522856134281,0.314056526622463,1.17788465341869,0.640446718370076,2.24820761486068,-0.439172973765049
50,0.533017898912595,0.0786748747358027,1.50761653056405,0.290333462555715,1.15605860577007,0.646140774863322,2.21409207226544,-0.433923470102011
51,0.536567105343377,0.0738359250755599,1.4800044997853,0.266610398488968,1.13423255812144,0.651834831356569,2.1799765296702,-0.428673966438973
